Start Date,End Date,Day of the Week,Unit Name,Meal Period ID,Meal Period,Begin Time,End Time,Course,Item Name,Vegan,Vegetarian,Gluten Free,Portion Unit,KCal,Fat,NA,PRO,Carbs
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,6,Late Night,8:00 PM,9:00 PM,Pub Fare,Classic Buttermilk Wings,FALSE,FALSE,FALSE,6 Wings/Celery/Blue,1040,82 Gram,1030 MG,66 Gram,9 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,6,Late Night,8:00 PM,9:00 PM,Pub Fare,Pub Chips,FALSE,FALSE,FALSE,4 oz/2 oz,660,61 Gram,1170 MG,2 Gram,28 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,6,Late Night,8:00 PM,9:00 PM,Pub Fare,Spinach and Artichoke Dip,FALSE,TRUE,FALSE,1/2 cup/8 croustades,480,35 Gram,1010 MG,19 Gram,25 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Burgers,California Burger,FALSE,FALSE,FALSE,sandwich,840,53 Gram,550 MG,47 Gram,50 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Burgers,Cheeseburger,FALSE,FALSE,FALSE,sandwich,810,50 Gram,620 MG,47 Gram,48 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Burgers,Mushroom Burger,FALSE,FALSE,FALSE,Sandwich,860,57 Gram,550 MG,51 Gram,47 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Burgers,Philadelphia Burger,FALSE,FALSE,FALSE,sandwich,920,58 Gram,1290 MG,53 Gram,52 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Entrees,Buttermilk Fried Chicken Breast,FALSE,FALSE,FALSE,Breast,260,2 Gram,960 MG,43 Gram,15 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Entrees,Grilled Baby Back Ribs,FALSE,FALSE,TRUE,Rack,2290,159 Gram,3990 MG,112 Gram,78 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Entrees,Grilled NY Strip Steak,FALSE,FALSE,TRUE,steak,680,32 Gram,430 MG,79 Gram,10 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Entrees,Hand Dipped Fried Cod,FALSE,FALSE,FALSE,plate,810,56 Gram,1550 MG,27 Gram,53 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Entrees,Herb Braised Shrimp,FALSE,FALSE,TRUE,7 Pc/4 oz grits,790,37 Gram,550 MG,53 Gram,60 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Entrees,Top Sirloin,FALSE,FALSE,TRUE,steak,360,24 Gram,330 MG,38 Gram,0 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Entrees,Yuengling Battered Shrimp,FALSE,FALSE,FALSE,8 pc/2 oz,320,19 Gram,1540 MG,11 Gram,29 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Greens and Things,Chop Chop Salad,FALSE,FALSE,FALSE,salad,780,53 Gram,1690 MG,45 Gram,35 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Greens and Things,Mediterranean Steak Salad,FALSE,FALSE,FALSE,Salad,580,30 Gram,920 MG,44 Gram,39 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Greens and Things,Olive Oil Seared Salmon Salad,FALSE,FALSE,TRUE,salad,710,51 Gram,250 MG,29 Gram,37 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Greens and Things,Seasonal Salad Plate,FALSE,FALSE,FALSE,Salad,,,,,
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Greens and Things,Sesame Roasted Chicken Salad,FALSE,FALSE,FALSE,Salad,440,17 Gram,930 MG,22 Gram,51 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Noodles and Pasta,Baked Spaghetti,FALSE,FALSE,FALSE,plate,1030,49 Gram,3130 MG,56 Gram,93 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Noodles and Pasta,Fettuccine,FALSE,FALSE,TRUE,Bowl,870,69 Gram,1210 MG,28 Gram,48 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Noodles and Pasta,Mac and Cheese,FALSE,FALSE,FALSE,Bowl,530,30 Gram,910 MG,15 Gram,49 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Sandwich Board,12 Hour Beef Brisket,FALSE,FALSE,FALSE,Sandwich,760,36 Gram,1230 MG,40 Gram,72 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Sandwich Board,Pesto Chicken Sandwich,FALSE,FALSE,FALSE,Sandwich,540,20 Gram,1330 MG,37 Gram,53 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Sandwich Board,The BG Chicken BLT,FALSE,FALSE,FALSE,Sandwich,630,15 Gram,1270 MG,44 Gram,72 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Sandwich Board,The Toasted Trio,FALSE,FALSE,FALSE,Sandwich,810,44 Gram,1490 MG,33 Gram,72 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Sandwich Board,Vindaloo Black Bean Burger,FALSE,FALSE,FALSE,Sandwich,480,16 Gram,1010 MG,26 Gram,70 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Classic Buttermilk Wings,FALSE,FALSE,FALSE,6 Wings/Celery/Blue,1040,82 Gram,1030 MG,66 Gram,9 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Crispy Quesadilla,FALSE,TRUE,FALSE,1 Quesadilla,860,37 Gram,1450 MG,50 Gram,88 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Deep Fried Pickles,FALSE,TRUE,FALSE,4 pickle/3 oz dress,340,20 Gram,1460 MG,4 Gram,33 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Fried Cheese,FALSE,TRUE,FALSE,Plate,510,32 Gram,1280 MG,16 Gram,38 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Hummus Plate,FALSE,TRUE,FALSE,plate,690,39 Gram,1330 MG,20 Gram,69 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Meatballs on Grilled Flat Bread,FALSE,FALSE,FALSE,flatbread,700,39 Gram,1850 MG,37 Gram,51 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Pub Chips,FALSE,FALSE,FALSE,4 oz/2 oz,660,61 Gram,1170 MG,2 Gram,28 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Pub Potatoes Poutine Style,FALSE,FALSE,FALSE,Serving,1220,91 Gram,2760 MG,47 Gram,53 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Spinach and Artichoke Dip,FALSE,TRUE,FALSE,1/2 cup/8 croustades,480,35 Gram,1010 MG,19 Gram,25 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Warm Salty Pretzel,FALSE,TRUE,FALSE,Pretzel/6 flz cheese,730,36 Gram,1320 MG,16 Gram,75 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Chocolate Espresso Layer Cake with Vanilla Ice Cream,FALSE,FALSE,FALSE,Serving,1030,68 Gram,420 MG,10 Gram,106 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,Lemon Cream Cheese Frosted Carrot Cake,FALSE,FALSE,FALSE,Slice,670,30 Gram,440 MG,4 Gram,97 Gram
3/27/2017,4/2/2017,Monday,Black Swamp Pub & Bistro,7,All Day,11:30 AM,8:00 PM,Starters,The Pub Sundae,FALSE,FALSE,FALSE,Sundae,610,19 Gram,350 MG,7 Gram,107 Gram
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Bakers Crust,Peanut Butter Chip Granola Bar,FALSE,FALSE,FALSE,1/40 Cut,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Bakers Crust,Cocoa Puff Bar,FALSE,FALSE,FALSE,Bar,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Bakers Crust,Chocolate Chip Muffin,FALSE,FALSE,FALSE,muffin,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Bakers Crust,Cinnamon Rolls,FALSE,TRUE,FALSE,Roll,490,22g,1170mg,8g,65g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Fresh Market,Greek Honey Yogurt,FALSE,TRUE,TRUE,1/2 cup,100,0g,80mg,9g,16g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Fresh Market,Cottage Cheese,FALSE,TRUE,TRUE,1/2 cup,100,2g,470mg,16g,4g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Fresh Market,Cut Fruits and Berries,TRUE,FALSE,TRUE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Fresh Market,Oatmeal,TRUE,FALSE,FALSE,1/2 cup,90,2g,10mg,3g,16g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Fresh Market,Cream of Wheat,FALSE,TRUE,FALSE,1/2 cup,70,0g,140mg,2g,14g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Fresh Market,Italian Sausage Gravy,FALSE,FALSE,FALSE,1/2 cup,200,13g,260mg,9g,13g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Fresh Market,Biscuits,FALSE,TRUE,FALSE,Biscuit,190,5g,600mg,5g,30g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,Fresh Market,Vanilla Yogurt,FALSE,TRUE,TRUE,1/2 cup,100,1g,50mg,3g,19g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,The Kitchen,Scrambled Eggs,FALSE,TRUE,TRUE,1/2 cup,150,10g,350mg,11g,1g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,The Kitchen,Pancakes,FALSE,TRUE,FALSE,Pancake,180,6g,440mg,3g,29g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,The Kitchen,Bacon Mushroom Spinach Onion and Swiss Muffin,FALSE,FALSE,FALSE,Muffin,410,19g,690mg,24g,38g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,The Kitchen,Breakfast Ham,FALSE,FALSE,TRUE,Slice,110,4g,940mg,15g,0g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,The Kitchen,Sausage Links,FALSE,FALSE,TRUE,2 Links,160,13g,370mg,10g,2g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,1,Breakfast,7:30 AM,11:00 AM,The Kitchen,Country Fried Potatoes,TRUE,FALSE,TRUE,1/2 cup,240,17g,580mg,1g,22g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Bakers Crust,Gluten Free Chocolate Chip Cookies,FALSE,FALSE,TRUE,cookie,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Bakers Crust,Sugar Cookie,FALSE,FALSE,FALSE,cookie,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Bakers Crust,Oatmeal Raisin Cookie,FALSE,FALSE,FALSE,cookie,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Bakers Crust,Marble Cake with Chocolate Frosting,FALSE,FALSE,FALSE,Cake Square,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Bakers Crust,Marble Cake with White Frosting,FALSE,FALSE,FALSE,Cake Square,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Bakers Crust,Caramel Apple Pie Bar,FALSE,FALSE,FALSE,Bar,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Bakers Crust,Pie,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Bakers Crust,Vanilla Pudding,FALSE,FALSE,FALSE,1/2 cup,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Fresh Market,Full Salad Bar,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Fresh Market,Southwest Black Bean and Corn Soup,TRUE,FALSE,TRUE,6 flz,170,3g,560mg,6g,31g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Fresh Market,Beef and Noodle Soup,FALSE,FALSE,FALSE,6 flz,120,2g,830mg,6g,17g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Fresh Market,Chef's Soup of the Day,FALSE,FALSE,FALSE,6 flz,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Hearthstone Oven,Cheese Pizza,FALSE,TRUE,FALSE,Slice,200,7g,450mg,10g,26g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Hearthstone Oven,Pepperoni Pizza,FALSE,FALSE,FALSE,Slice,230,9g,530mg,11g,26g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Hearthstone Oven,Vegetable Fajita Pizza,FALSE,TRUE,FALSE,Slice,220,8g,550mg,10g,27g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Hearthstone Oven,Pop Up Focaccia Panini Bake,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,Hearthstone Oven,Herbed Cheese Bread,FALSE,TRUE,FALSE,Slice,260,15g,440mg,9g,25g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,My Pantry,Chicken Piccata,FALSE,FALSE,FALSE,Breast,170,5g,420mg,20g,10g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,My Pantry,Risotto Cakes with Roasted Red Pepper Aioli,FALSE,TRUE,TRUE,1 cake/1 Tbsp,380,21g,340mg,6g,43g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,My Pantry,Sauteed Squash,TRUE,FALSE,TRUE,1/2 cup,40,4g,210mg,1g,3g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Chicken Caesar Wrap,FALSE,FALSE,FALSE,Wrap,640,29g,2100mg,36g,57g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Amish Broccoli Salad,FALSE,FALSE,TRUE,1/2 cup,230,20g,180mg,3g,13g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Italian Pasta Salad,FALSE,TRUE,FALSE,1/2 cup,90,1g,340mg,3g,20g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Southwest Potato Salad,FALSE,TRUE,TRUE,1/2 cup,210,13g,230mg,2g,23g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,BBQ Spice Rubbed Pork Loin,FALSE,FALSE,TRUE,4 oz,180,8g,550mg,27g,2g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,White Bean and Vegetable Cassoulet,TRUE,FALSE,TRUE,1 cup,200,4g,340mg,13g,36g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Chicken Pesto Panini,FALSE,FALSE,FALSE,Sandwich,590,22g,1380mg,35g,62g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Macaroni and Cheese,FALSE,TRUE,FALSE,1 cup,410,20g,970mg,17g,39g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Baked Beans,FALSE,FALSE,TRUE,1/2 cup,150,1g,490mg,4g,31g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Onion Rings,FALSE,TRUE,FALSE,4 oz,370,17g,890mg,6g,53g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Bacon Braised Brussels Sprouts,FALSE,FALSE,FALSE,1/2 cup,80,3g,140mg,5g,12g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Kitchen,Dilled Carrots,TRUE,FALSE,TRUE,1/2 cup,50,2g,70mg,1g,9g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Works,Taco Bar,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,3,Lunch,11:00 AM,4:00 PM,The Works,Nacho Bar,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Bakers Crust,Gluten Free Chocolate Chip Cookies,FALSE,FALSE,TRUE,cookie,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Bakers Crust,Sugar Cookie,FALSE,FALSE,FALSE,cookie,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Bakers Crust,Oatmeal Raisin Cookie,FALSE,FALSE,FALSE,cookie,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Bakers Crust,Marble Cake with Chocolate Frosting,FALSE,FALSE,FALSE,Cake Square,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Bakers Crust,Marble Cake with White Frosting,FALSE,FALSE,FALSE,Cake Square,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Bakers Crust,Caramel Apple Pie Bar,FALSE,FALSE,FALSE,Bar,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Bakers Crust,Pie,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Bakers Crust,Vanilla Pudding,FALSE,FALSE,FALSE,1/2 cup,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Fresh Market,Full Salad Bar,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Fresh Market,Southwest Black Bean and Corn Soup,TRUE,FALSE,TRUE,6 flz,170,3g,560mg,6g,31g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Fresh Market,Beef and Noodle Soup,FALSE,FALSE,FALSE,6 flz,120,2g,830mg,6g,17g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Fresh Market,Chef's Soup of the Day,FALSE,FALSE,FALSE,6 flz,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Hearthstone Oven,Pop Up Focaccia Panini Bake,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Hearthstone Oven,Herbed Cheese Bread,FALSE,TRUE,FALSE,Slice,260,15g,440mg,9g,25g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Hearthstone Oven,Cheese Pizza,FALSE,TRUE,FALSE,Slice,200,7g,450mg,10g,26g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Hearthstone Oven,Pepperoni Pizza,FALSE,FALSE,FALSE,Slice,230,9g,530mg,11g,26g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,Hearthstone Oven,Vegetable Fajita Pizza,FALSE,TRUE,FALSE,Slice,220,8g,550mg,10g,27g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,My Pantry,Braised Chicken and Mushrooms,FALSE,FALSE,FALSE,1 cup,350,24g,590mg,22g,13g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,My Pantry,Herbed Penne Pasta,TRUE,FALSE,FALSE,1/2 cup,130,3g,0mg,8g,50g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,My Pantry,Squash Medley,TRUE,FALSE,TRUE,1/2 cup,30,2g,200mg,1g,3g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Apple and Honey Glazed Ham,FALSE,FALSE,TRUE,4oz/1oz glaze,200,8g,690mg,16g,10g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Vegetarian Stuffed Pepper,FALSE,TRUE,FALSE,Pepper Half,160,7g,420mg,5g,20g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Honey Dijon Chicken Sandwich,FALSE,FALSE,FALSE,Sandwich,310,3g,870mg,27g,42g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Roasted New Potatoes,TRUE,FALSE,TRUE,1/2 cup,100,4g,250mg,2g,14g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Quinoa Pilaf,TRUE,FALSE,TRUE,1/2 cup,260,3g,210mg,9g,49g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Steak Fries,FALSE,TRUE,TRUE,4 oz,200,10g,30mg,3g,24g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Squash Medley,TRUE,FALSE,TRUE,1/2 cup,30,2g,200mg,1g,3g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Steamed Broccoli,TRUE,FALSE,TRUE,1/2 cup,30,1g,30mg,3g,4g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Amish Broccoli Salad,FALSE,FALSE,TRUE,1/2 cup,230,20g,180mg,3g,13g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Italian Pasta Salad,FALSE,TRUE,FALSE,1/2 cup,90,1g,340mg,3g,20g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Chicken Caesar Wrap,FALSE,FALSE,FALSE,Wrap,640,29g,2100mg,36g,57g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Kitchen,Southwest Potato Salad,FALSE,TRUE,TRUE,1/2 cup,210,13g,230mg,2g,23g
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Works,Taco Bar,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Carillon Place Dining Center,4,Dinner,4:00 PM,8:00 PM,The Works,Nacho Bar,FALSE,FALSE,FALSE,1/ea,,,,,
3/27/2017,4/2/2017,Monday,Falcon's Nest,1,Breakfast,8:00 AM,10:30 AM,Breakfast,Bacon and Cheese Scrambled Egg Burrito,FALSE,FALSE,FALSE,Burrito,,,,,
3/27/2017,4/2/2017,Monday,Falcon's Nest,1,Breakfast,8:00 AM,10:30 AM,Breakfast,Bacon and Cheese Scrambled Eggs,FALSE,FALSE,FALSE,1/2 cup,,,,,
3/27/2017,4/2/2017,Monday,Falcon's Nest,1,Breakfast,8:00 AM,10:30 AM,Breakfast,Egg and Cheese Burrito,FALSE,FALSE,FALSE,Buritto,,,,,
